Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
ENTPD6	hPromoter	Hela	ABHD12	hPromoter		
ENTPD6	hPromoter	K562	PYGB	hPromoter		
ENTPD6	hPromoter	K562	APMAP	hPromoter		
ENTPD8	hPromoter	Hela	NOXA1	hPromoter		
ENTPD8	hPromoter	Hela	EXD3	hPromoter		
ENY2	hPromoter	Hela	DESI2	hPromoter		
EOGT	hPromoter	K562	UBA3	hPromoter		
EP300	EPromoter(K562)	K562 & Hela	RBX1	hPromoter		
EPC1	hPromoter	Hela	CCDC7	hPromoter		
EPHA10	hPromoter	K562	CDCA8	hPromoter		
EPHA2	hPromoter	Hela	SPATA5L1	hPromoter		
EPHA2	hPromoter	Hela	ZNF624	hPromoter		
EPHB3	hPromoter	Hela	MARCH2	hPromoter		
EPHB4	hPromoter	Hela	POP7	EPromoter(Hela)		
EPHX1	hPromoter	K562	SRP9	hPromoter		
EPM2A	hPromoter	K562 & Hela	FBXO30	hPromoter		
EPM2AIP1	hPromoter	Hela	RAB13	EPromoter(K562 & Hela)		
EPM2AIP1	hPromoter	Hela	TSACC	hPromoter		
EPM2AIP1	hPromoter	Hela	CCT3	hPromoter		
EPN1	hPromoter	Hela	ZNF581	hPromoter		
EPOR	hPromoter	K562 & Hela	PRKCSH	EPromoter(Hela)		
EPOR	hPromoter	K562 & Hela	CCDC151	EPromoter(Hela)		
EPOR	hPromoter	Hela	BRAT1	hPromoter		
EPOR	hPromoter	Hela	RGL3	hPromoter		
EPOR	hPromoter	K562	SRP72	hPromoter		
EPPIN	hPromoter	Hela	TGIF1	EPromoter(Hela)		
EPPK1	hPromoter	Hela	RPAP3	hPromoter		
EPPK1	hPromoter	Hela	PLEC	hPromoter		
EPPK1	hPromoter	Hela	IMPAD1	hPromoter		
EPRS	hPromoter	Hela	PGBD2	hPromoter		
EPRS	hPromoter	K562	BPNT1	hPromoter		
EPS8L1	hPromoter	Hela	EPS8L1	hPromoter		
EPS8L1	hPromoter	Hela	RDH13	hPromoter		
EPS8L3	hPromoter	Hela	GSTM3	hPromoter		
ERAL1	hPromoter	Hela	RPL23A	hPromoter		
ERAL1	hPromoter	Hela	DHRS13	hPromoter		
ERAL1	hPromoter	Hela	SPAG5	hPromoter		
ERAL1	hPromoter	Hela	NARR	hPromoter		
ERAL1	hPromoter	Hela	RAB34	hPromoter		
ERAP2	hPromoter	K562	LNPEP	hPromoter		
ERBB2	hPromoter	Hela	ERBB2	hPromoter		
ERBB2	hPromoter	Hela	PGAP3	hPromoter		
ERBB2IP	EPromoter(K562)	Hela	CCDC85B	hPromoter		
ERBB2IP	EPromoter(K562)	Hela	NLN	hPromoter		
ERBB2IP	EPromoter(K562)	Hela	PURG	hPromoter		
ERBB2IP	EPromoter(K562)	K562	SREK1	hPromoter		
ERBB3	hPromoter	Hela	PA2G4	hPromoter		
ERBB3	hPromoter	Hela	RPL41	hPromoter		
ERBB3	hPromoter	K562 & Hela	ZC3H10	hPromoter		
ERC1	hPromoter	Hela	GLRX	hPromoter		
ERC1	hPromoter	K562 & Hela	RAD52	hPromoter		
ERCC1	hPromoter	Hela	PPP1R13L	hPromoter		
ERCC1	hPromoter	Hela	CD3EAP	hPromoter		
ERCC5	EPromoter(Hela)	K562	BIVM	hPromoter		
ERCC5	EPromoter(Hela)	K562	KDELC1	hPromoter		
ERCC8	hPromoter	Hela	DEPDC1B	hPromoter		
ERGIC1	hPromoter	K562 & Hela	DUSP1	hPromoter		
ERGIC3	hPromoter	Hela	RBM12	hPromoter		
ERGIC3	hPromoter	Hela	CPNE1	hPromoter		
ERLEC1	hPromoter	Hela	CHAC2	hPromoter		
ERN1	hPromoter	Hela	METAP2	hPromoter		
ERO1L	hPromoter	Hela	PSMC6	hPromoter		
ERP29	hPromoter	Hela	BAZ2A	EPromoter(K562 & Hela)		
ERP29	hPromoter	Hela	LRCOL1	hPromoter		
ERP44	hPromoter	Hela	RPS2	hPromoter		
ERRFI1	hPromoter	Hela	TFEB	hPromoter		
ERRFI1	hPromoter	K562	SLC45A1	hPromoter		
ESAM	hPromoter	K562	SPA17	hPromoter		
ESAM	hPromoter	K562	SIAE	hPromoter		
ESCO1	hPromoter	Hela	SNRPD1	hPromoter		
ESCO2	hPromoter	K562	CLU	hPromoter		
ESPL1	hPromoter	Hela	MFSD5	EPromoter(Hela)		
ESPL1	hPromoter	Hela	AAAS	hPromoter		
ESPL1	hPromoter	Hela	NPFF	hPromoter		
ESPL1	hPromoter	K562 & Hela	RARG	hPromoter		
ESR2	hPromoter	Hela	ZNF112	hPromoter		
ESR2	hPromoter	Hela	EFEMP2	hPromoter		
ESR2	hPromoter	Hela	MTHFD1	hPromoter		
ESR2	hPromoter	K562	AKAP5	hPromoter		
ESRP2	hPromoter	Hela	FANK1	hPromoter		
ESRP2	hPromoter	Hela	SLC7A6	hPromoter		
ESRP2	hPromoter	Hela	NFATC3	hPromoter		
ESRP2	hPromoter	Hela	PRMT7	hPromoter		
ESRP2	hPromoter	Hela	SLC7A6OS	hPromoter		
ESRP2	hPromoter	Hela	FAM129C	hPromoter		
ESRRA	hPromoter	Hela	GIPC1	hPromoter		
ESRRA	hPromoter	Hela	PRDX5	hPromoter		
ESRRA	hPromoter	Hela	TRMT112	hPromoter		
ESRRA	hPromoter	Hela	STIP1	hPromoter		
ESRRA	hPromoter	Hela	FKBP2	hPromoter		
ESRRA	hPromoter	Hela	GPR137	hPromoter		
ESRRA	hPromoter	Hela	BAD	hPromoter		
ESRRA	hPromoter	K562	CCDC88B	hPromoter		
ESYT1	hPromoter	Hela	MYL6B	EPromoter(K562 & Hela)		
ESYT1	hPromoter	Hela	RNF41	hPromoter		
ESYT1	hPromoter	K562 & Hela	MYL6	hPromoter		
ETF1	EPromoter(Hela)	K562 & Hela	CRYBA1	hPromoter		
ETF1	EPromoter(Hela)	K562 & Hela	CDC23	hPromoter		
ETF1	EPromoter(Hela)	K562 & Hela	ZFAND2A	hPromoter		
ETFA	hPromoter	Hela	NXF1	hPromoter		
ETFA	hPromoter	Hela	ISL2	hPromoter		
ETFA	hPromoter	Hela	PSMC5	hPromoter		
ETFA	hPromoter	Hela	FTSJ3	hPromoter		
ETFDH	hPromoter	K562	PPID	hPromoter		
ETHE1	hPromoter	Hela	ZNF575	hPromoter		
ETNK1	hPromoter	K562 & Hela	C2CD5	hPromoter		
ETV1	hPromoter	Hela	FBXO33	EPromoter(Hela)		
ETV4	hPromoter	Hela	HIST1H4B	hPromoter		
ETV4	hPromoter	Hela	GPR35	hPromoter		
EVA1A	hPromoter	Hela	DMPK	hPromoter		
EVA1B	hPromoter	Hela	ANKRD13D	hPromoter		
EVA1C	hPromoter	Hela	URB1	hPromoter		
EVA1C	hPromoter	Hela	BCHE	hPromoter		
EVPL	hPromoter	Hela	PDGFRL	hPromoter		
EXD2	hPromoter	K562	DCAF5	hPromoter		
EXD3	hPromoter	Hela	ENTPD8	hPromoter		
EXD3	hPromoter	Hela	C9orf139	hPromoter		
EXD3	hPromoter	Hela	ABCA2	hPromoter		
EXD3	hPromoter	Hela	TUBB4B	hPromoter		
EXO1	hPromoter	Hela	KMO	EPromoter(K562)		
EXO1	hPromoter	Hela	RAD9B	hPromoter		
EXO1	hPromoter	Hela	VPS29	hPromoter		
EXO1	hPromoter	K562 & Hela	OPN3	hPromoter		
EXO1	hPromoter	K562 & Hela	CHML	hPromoter		
EXOC1	hPromoter	Hela	ATAD5	hPromoter		
EXOC3L4	hPromoter	Hela	RICTOR	hPromoter		
EXOC7	hPromoter	Hela	UBALD2	hPromoter		
EXOC8	hPromoter	K562	GNPAT	hPromoter		
EXOC8	hPromoter	K562	C1orf131	hPromoter		
EXOSC1	hPromoter	Hela	NEIL1	hPromoter		
EXOSC1	hPromoter	Hela	PGAM1	hPromoter		
EXOSC3	hPromoter	Hela	RRP9	hPromoter		
EXOSC3	hPromoter	Hela	PARP3	hPromoter		
EXOSC3	hPromoter	Hela	DCAF10	hPromoter		
EXOSC3	hPromoter	Hela	SLC25A51	hPromoter		
EXOSC3	hPromoter	Hela	TRMT10B	hPromoter		
EXOSC4	hPromoter	Hela	CYC1	EPromoter(Hela)		
EXOSC4	hPromoter	Hela	GRINA	hPromoter		
EXOSC4	hPromoter	Hela	OPLAH	hPromoter		
EXOSC9	hPromoter	Hela	CCNA2	hPromoter		
EXPH5	hPromoter	K562	KDELC2	hPromoter		
EXTL2	hPromoter	Hela	MRPS35	hPromoter		
EXTL2	hPromoter	Hela	CNOT3	hPromoter		
EXTL2	hPromoter	Hela	MCM7	hPromoter		
EZR	hPromoter	K562 & Hela	C6orf99	EPromoter(Hela)		
F11R	hPromoter	Hela	USF1	EPromoter(Hela)		
F12	hPromoter	Hela	UBAP2	hPromoter		
F2	hPromoter	Hela	ZNF408	hPromoter		
F2	hPromoter	Hela	ARHGAP1	hPromoter		
F2RL3	hPromoter	Hela	HMGCR	hPromoter		
F3	EPromoter(K562 & Hela)	Hela	JAGN1	hPromoter		
FABP4	hPromoter	Hela	RBM8A	hPromoter		
FABP5	hPromoter	Hela	POMGNT1	hPromoter		
FADD	hPromoter	Hela	CENPJ	hPromoter		
FADD	hPromoter	Hela	PPFIA1	hPromoter		
FADS1	hPromoter	K562 & Hela	RPL6	hPromoter		
FADS1	hPromoter	K562 & Hela	ANXA2	hPromoter		
FADS1	hPromoter	K562 & Hela	IGF1R	hPromoter		
FADS1	hPromoter	K562 & Hela	NDUFAF3	hPromoter		
FADS1	hPromoter	K562 & Hela	DALRD3	hPromoter		
FADS1	hPromoter	K562 & Hela	FEN1	hPromoter		
FADS1	hPromoter	K562 & Hela	TMEM258	hPromoter		
FAF2	EPromoter(K562 & Hela)	K562 & Hela	RNF44	EPromoter(Hela)		
FAF2	EPromoter(K562 & Hela)	Hela	OTOP2	hPromoter		
FAF2	EPromoter(K562 & Hela)	Hela	HIGD2A	hPromoter		
FAF2	EPromoter(K562 & Hela)	Hela	NOP16	hPromoter		
FAF2	EPromoter(K562 & Hela)	Hela	CLTB	hPromoter		
FAH	hPromoter	Hela	BHLHE40	hPromoter		
FAH	hPromoter	Hela	YKT6	hPromoter		
FAHD2A	hPromoter	Hela	RUNX1T1	EPromoter(K562)		
FAHD2A	hPromoter	Hela	FAHD2A	hPromoter		
FAHD2A	hPromoter	Hela	KCNIP3	hPromoter		
FAIM	hPromoter	Hela	CEP70	hPromoter		
FAM101B	hPromoter	Hela	LMO4	hPromoter		
FAM101B	hPromoter	K562	TIMM22	hPromoter		
FAM109A	hPromoter	Hela	RASIP1	hPromoter		
FAM109B	hPromoter	Hela	SMDT1	hPromoter		
FAM110A	hPromoter	K562	ZNF358	hPromoter		
FAM111A	hPromoter	Hela	LPXN	hPromoter		
FAM111B	hPromoter	Hela	NCOA7	hPromoter		
FAM114A1	hPromoter	K562	HIRA	hPromoter		
FAM114A1	hPromoter	K562	MRPL40	hPromoter		
FAM114A2	hPromoter	Hela	TNKS2	EPromoter(K562)		
FAM126A	hPromoter	Hela	ALG8	hPromoter		
FAM126A	hPromoter	Hela	TOMM7	hPromoter		
FAM126B	hPromoter	K562 & Hela	CFLAR	hPromoter		
FAM129C	hPromoter	Hela	MGEA5	EPromoter(K562)		
FAM129C	hPromoter	Hela	ESRP2	hPromoter		
FAM129C	hPromoter	Hela	PGLS	hPromoter		
FAM131A	hPromoter	Hela	EIF4G1	EPromoter(K562 & Hela)		
FAM131A	hPromoter	Hela	PSMD2	EPromoter(Hela)		
FAM132B	hPromoter	K562	UBE2F	hPromoter		
FAM134C	hPromoter	Hela	CCR10	hPromoter		
FAM134C	hPromoter	Hela	PSMC3IP	hPromoter		
FAM134C	hPromoter	K562 & Hela	PLEKHH3	hPromoter		
FAM13B	hPromoter	Hela	CARS	hPromoter		
FAM162A	hPromoter	Hela	CCDC58	hPromoter		
FAM162A	hPromoter	Hela	FAM162A	hPromoter		
FAM168B	hPromoter	Hela	PLEKHB2	EPromoter(Hela)		
FAM168B	hPromoter	Hela	AATF	hPromoter		
FAM173A	hPromoter	Hela	NARFL	hPromoter		
FAM173A	hPromoter	Hela	PRR25	hPromoter		
FAM175A	hPromoter	Hela	MRPS18C	hPromoter		
FAM175A	hPromoter	Hela	HELQ	hPromoter		
FAM185A	hPromoter	K562	CCDC146	hPromoter		
FAM189A2	hPromoter	Hela	USP15	hPromoter		
FAM189B	hPromoter	Hela	VTN	EPromoter(K562)		
FAM189B	hPromoter	Hela	GBA	EPromoter(Hela)		
FAM189B	hPromoter	Hela	RUSC1-AS1	hPromoter		
FAM189B	hPromoter	Hela	FDPS	hPromoter		
FAM189B	hPromoter	Hela	SARM1	hPromoter		
FAM189B	hPromoter	Hela	SCAMP3	hPromoter		
FAM189B	hPromoter	Hela	RUSC1	hPromoter		
FAM200A	hPromoter	Hela	ZKSCAN5	hPromoter		
FAM200B	EPromoter(Hela)	Hela	FBXL5	hPromoter		
FAM20C	hPromoter	Hela	DGKA	hPromoter		
FAM214B	hPromoter	Hela	STOML2	hPromoter		
FAM214B	hPromoter	Hela	VCP	hPromoter		
FAM214B	hPromoter	K562 & Hela	PIGO	hPromoter		
FAM24B	hPromoter	K562	C10orf88	hPromoter		
FAM32A	hPromoter	Hela	RAB8A	hPromoter		
FAM32A	hPromoter	Hela	CIB3	hPromoter		
FAM47E	hPromoter	Hela	FAM47E	hPromoter		
FAM47E	hPromoter	Hela	SCARB2	hPromoter		
FAM49B	hPromoter	Hela	MANF	hPromoter		
FAM50B	EPromoter(Hela)	Hela	PXDC1	hPromoter		
FAM63A	hPromoter	Hela	C1orf56	hPromoter		
FAM63A	hPromoter	Hela	FRYL	hPromoter		
FAM63A	hPromoter	Hela	ABHD17B	hPromoter		
FAM63A	hPromoter	Hela	C9orf85	hPromoter		
FAM63B	hPromoter	K562	SLTM	EPromoter(K562)		
FAM63B	hPromoter	Hela	ADAM10	hPromoter		
FAM64A	hPromoter	Hela	TMEM205	hPromoter		
FAM64A	hPromoter	Hela	CCDC159	hPromoter		
FAM65A	hPromoter	Hela	CTCF	hPromoter		
FAM65A	hPromoter	K562	TPPP3	hPromoter		
FAM73B	hPromoter	Hela	PPP2R4	hPromoter		
FAM83D	hPromoter	K562 & Hela	DHX35	EPromoter(Hela)		
FAM89B	hPromoter	Hela	SLC25A37	hPromoter		
FAM8A1	hPromoter	Hela	ACVR1B	hPromoter		
FAM96A	hPromoter	Hela	FKBP2	hPromoter		
FAM96A	hPromoter	Hela	SNX22	hPromoter		
FAM98B	hPromoter	K562	RASGRP1	hPromoter		
FAN1	hPromoter	Hela	SRM	hPromoter		
FANCD2	hPromoter	Hela	EMC3	hPromoter		
FANCE	hPromoter	Hela	RPL10A	hPromoter		
FANCE	hPromoter	K562	DEF6	hPromoter		
FANCE	hPromoter	K562 & Hela	PPARD	hPromoter		
FANCG	hPromoter	Hela	PIGO	hPromoter		
FANCG	hPromoter	Hela	ABHD17B	hPromoter		
FANCG	hPromoter	Hela	C9orf85	hPromoter		
FANCG	hPromoter	Hela	SIGMAR1	hPromoter		
FANCG	hPromoter	Hela	VCP	hPromoter		
FANCI	hPromoter	Hela	POLG	hPromoter		
FANCL	hPromoter	Hela	KLF2	hPromoter		
FANCL	hPromoter	Hela	LNPEP	hPromoter		
FANCM	hPromoter	K562	FAM179B	EPromoter(Hela)		
FANCM	hPromoter	Hela	CDC42SE2	hPromoter		
FANCM	hPromoter	Hela	TRIM23	hPromoter		
FANCM	hPromoter	Hela	TRAPPC13	hPromoter		
FANCM	hPromoter	K562	KLHL28	hPromoter		
FANK1	hPromoter	Hela	ESRP2	hPromoter		
FASN	hPromoter	Hela	BPGM	hPromoter		
FASN	hPromoter	Hela	HSPA5	hPromoter		
FASN	hPromoter	Hela	PAFAH1B2	hPromoter		
FASN	hPromoter	Hela	IKBIP	hPromoter		
FASN	hPromoter	Hela	APAF1	hPromoter		
FASN	hPromoter	Hela	NARF	hPromoter		
FASN	hPromoter	Hela	FASN	hPromoter		
FASN	hPromoter	Hela	CCDC57	hPromoter		
FASN	hPromoter	Hela	CTC1	hPromoter		
FASN	hPromoter	Hela	PFAS	hPromoter		
FASN	hPromoter	K562 & Hela	SLC16A3	hPromoter		
FASTK	EPromoter(K562)	Hela	FASTK	EPromoter(K562)		
FASTK	EPromoter(K562)	Hela	ABCF2	hPromoter		
FASTK	EPromoter(K562)	K562 & Hela	TMUB1	hPromoter		
FASTK	EPromoter(K562)	K562 & Hela	AGAP3	hPromoter		
FASTK	EPromoter(K562)	K562 & Hela	CDK5	hPromoter		
FASTK	EPromoter(K562)	K562 & Hela	SLC4A2	hPromoter		
FASTKD3	hPromoter	Hela	FBXO33	EPromoter(Hela)		
FASTKD5	hPromoter	Hela	LZTS3	hPromoter		
FASTKD5	hPromoter	Hela	URM1	hPromoter		
FAU	hPromoter	K562 & Hela	CAPN1	EPromoter(K562)		
FAU	hPromoter	Hela	SYVN1	hPromoter		
FAU	hPromoter	Hela	ARL2	hPromoter		
FBF1	hPromoter	Hela	MRPL38	hPromoter		
FBF1	hPromoter	K562	CDK3	hPromoter		
FBRS	hPromoter	Hela	ZNF764	EPromoter(K562 & Hela)		
FBXL15	hPromoter	Hela	NFKB2	EPromoter(Hela)		
FBXL15	hPromoter	Hela	CUEDC2	hPromoter		
FBXL15	hPromoter	Hela	C10orf95	hPromoter		
FBXL15	hPromoter	Hela	ACTR1A	hPromoter		
FBXL19	EPromoter(Hela)	Hela	ZNF740	hPromoter		
FBXL19	EPromoter(Hela)	Hela	CSAD	hPromoter		
FBXL19	EPromoter(Hela)	Hela	ORAI3	hPromoter		
FBXL19	EPromoter(Hela)	Hela	BCL7C	hPromoter		
FBXL19	EPromoter(Hela)	Hela	CTF1	hPromoter		
FBXL22	hPromoter	Hela	ZBTB20	EPromoter(Hela)		
FBXL3	EPromoter(K562)	Hela	FBXL3	EPromoter(K562)		
FBXL3	EPromoter(K562)	Hela	CLN5	hPromoter		
FBXL5	hPromoter	Hela	FAM200B	EPromoter(Hela)		
FBXL8	hPromoter	Hela	NOL3	EPromoter(K562)		
FBXL8	hPromoter	Hela	KIAA0895L	hPromoter		
FBXO11	hPromoter	Hela	RPN2	hPromoter		
FBXO11	hPromoter	Hela	MROH8	hPromoter		
FBXO17	hPromoter	Hela	FBXO27	hPromoter		
FBXO22	hPromoter	Hela	UBE2Q2	hPromoter		
FBXO24	hPromoter	Hela	GNB2	hPromoter		
FBXO24	hPromoter	Hela	AHR	hPromoter		
FBXO27	hPromoter	Hela	PRB2	hPromoter		
FBXO27	hPromoter	Hela	FBXO17	hPromoter		
FBXO3	hPromoter	K562	C11orf91	hPromoter		
FBXO30	hPromoter	K562 & Hela	EPM2A	hPromoter		
FBXO31	hPromoter	Hela	PLK2	hPromoter		
FBXO31	hPromoter	Hela	MAN2C1	hPromoter		
FBXO31	hPromoter	Hela	MAP1LC3B	hPromoter		
FBXO31	hPromoter	Hela	FBXO31	hPromoter		
FBXO31	hPromoter	K562	URI1	hPromoter		
FBXO32	hPromoter	Hela	KLHL12	hPromoter		
FBXO32	hPromoter	Hela	PTPRR	hPromoter		
FBXO33	EPromoter(Hela)	Hela	TRAPPC6B	hPromoter		
FBXO33	EPromoter(Hela)	Hela	CTAGE5	hPromoter		
FBXO33	EPromoter(Hela)	Hela	MTRR	hPromoter		
FBXO33	EPromoter(Hela)	Hela	FASTKD3	hPromoter		
FBXO33	EPromoter(Hela)	Hela	ETV1	hPromoter		
FBXO4	hPromoter	Hela	FBXO4	hPromoter		
FBXO4	hPromoter	Hela	C5orf51	hPromoter		
FBXO4	hPromoter	K562 & Hela	OXCT1	hPromoter		
FBXO45	hPromoter	Hela	TCTEX1D2	hPromoter		
FBXO5	hPromoter	Hela	PEPD	hPromoter		
FBXO5	hPromoter	Hela	MTRF1L	hPromoter		
FBXO7	hPromoter	Hela	PCSK6	hPromoter		
FBXW2	hPromoter	Hela	CDK5RAP2	EPromoter(K562 & Hela)		
FBXW2	hPromoter	K562	SLC27A4	hPromoter		
FBXW9	hPromoter	Hela	RPS25	hPromoter		
FBXW9	hPromoter	Hela	TRAPPC4	hPromoter		
FBXW9	hPromoter	Hela	C19orf43	hPromoter		
FBXW9	hPromoter	Hela	ASNA1	hPromoter		
FCHO2	hPromoter	Hela	TNPO1	hPromoter		
FDFT1	hPromoter	Hela	NEIL2	hPromoter		
FDPS	hPromoter	Hela	GBA	EPromoter(Hela)		
FDPS	hPromoter	Hela	RUSC1-AS1	hPromoter		
FDPS	hPromoter	Hela	CLK2	hPromoter		
FDPS	hPromoter	Hela	HCN3	hPromoter		
FDPS	hPromoter	Hela	FAM189B	hPromoter		
FDPS	hPromoter	Hela	GBF1	hPromoter		
FDPS	hPromoter	Hela	TMEM160	hPromoter		
FDPS	hPromoter	Hela	RUSC1	hPromoter		
FDX1	hPromoter	K562	RDX	EPromoter(K562)		
FDX1	hPromoter	Hela	ZC3H12C	hPromoter		
FDXR	hPromoter	Hela	DIAPH1	hPromoter		
FDXR	hPromoter	Hela	HMOX1	hPromoter		
FEM1A	EPromoter(K562 & Hela)	Hela	DPP9	hPromoter		
FEM1C	hPromoter	K562	TICAM2	EPromoter(K562)		
FEM1C	hPromoter	Hela	TOB2	hPromoter		
FEM1C	hPromoter	Hela	PGGT1B	hPromoter		
FEM1C	hPromoter	Hela	FEM1C	hPromoter		
FEM1C	hPromoter	K562 & Hela	CCDC112	hPromoter		
FEN1	hPromoter	Hela	FADS2	hPromoter		
FEN1	hPromoter	Hela	FADS1	hPromoter		
FER	hPromoter	Hela	TROVE2	hPromoter		
FER	hPromoter	Hela	UCHL5	hPromoter		
FER	hPromoter	Hela	PTPN6	hPromoter		
FER	hPromoter	Hela	JAG1	hPromoter		
FERMT3	hPromoter	K562	TEX40	hPromoter		
FES	hPromoter	Hela	FURIN	EPromoter(K562)		
FFAR1	hPromoter	Hela	DMKN	hPromoter		
FGD6	hPromoter	Hela	C12orf79	hPromoter		
FGF11	hPromoter	Hela	KCTD11	EPromoter(Hela)		
FGF11	hPromoter	Hela	SENP3	hPromoter		
FGF11	hPromoter	K562 & Hela	TMEM95	hPromoter		
FGF19	hPromoter	Hela	SAMD13	hPromoter		
FGF5	hPromoter	Hela	CNBP	hPromoter		
FGF8	hPromoter	Hela	MGEA5	EPromoter(K562)		
FGFBP2	hPromoter	Hela	C6orf195	hPromoter		
FGL2	hPromoter	K562	FAM185A	hPromoter		
FH	hPromoter	Hela	KMO	EPromoter(K562)		
FH	hPromoter	Hela	MEPCE	hPromoter		
FH	hPromoter	Hela	ZCWPW1	hPromoter		
FH	hPromoter	Hela	CPSF4	hPromoter		
FH	hPromoter	Hela	PTCD1	hPromoter		
FHOD1	hPromoter	Hela	NOL3	EPromoter(K562)		
FHOD1	hPromoter	Hela	LRRC29	hPromoter		
FHOD1	hPromoter	Hela	TMEM208	hPromoter		
FIBCD1	hPromoter	Hela	KTI12	hPromoter		
FICD	hPromoter	Hela	ISCU	hPromoter		
FICD	hPromoter	Hela	SART3	hPromoter		
FIP1L1	hPromoter	Hela	SCFD2	hPromoter		
FIP1L1	hPromoter	Hela	CPSF1	hPromoter		
FIS1	hPromoter	K562 & Hela	ZNHIT1	hPromoter		
FIS1	hPromoter	K562 & Hela	PLOD3	hPromoter		
FITM2	hPromoter	Hela	JPH2	hPromoter		
FJX1	hPromoter	Hela	LOC388282	EPromoter(K562)		
FKBP10	hPromoter	Hela	JUP	hPromoter		
FKBP14	hPromoter	Hela	MMS22L	hPromoter		
FKBP15	hPromoter	Hela	SLC31A2	hPromoter		
FKBP1B	hPromoter	Hela	TPGS1	hPromoter		
FKBP1B	hPromoter	Hela	TP53I3	hPromoter		
FKBP2	hPromoter	Hela	AEBP2	hPromoter		
FKBP2	hPromoter	Hela	FAM96A	hPromoter		
FKBP2	hPromoter	Hela	SNX1	hPromoter		
FKBP2	hPromoter	Hela	TMEM186	hPromoter		
FKBP2	hPromoter	Hela	PMM2	hPromoter		
FKBP2	hPromoter	Hela	PIM3	hPromoter		
FKBP2	hPromoter	Hela	ZNF639	hPromoter		
FKBP2	hPromoter	Hela	ESRRA	hPromoter		
FKBP2	hPromoter	Hela	MACROD1	hPromoter		
FKBP2	hPromoter	Hela	TRPT1	hPromoter		
FKBP2	hPromoter	Hela	NUDT22	hPromoter		
FKBP4	hPromoter	Hela	ITFG2	hPromoter		
FKBP4	hPromoter	Hela	FKBP4	hPromoter		
FKBP5	hPromoter	Hela	ARMC12	hPromoter		
FKBP5	hPromoter	K562 & Hela	FKBP5	hPromoter		
FKBP7	hPromoter	Hela	PRKRA	hPromoter		
FKBP7	hPromoter	Hela	DFNB59	hPromoter		
FKBP8	hPromoter	Hela	UBA52	hPromoter		
FKTN	hPromoter	Hela	CHD8	EPromoter(Hela)		
FLAD1	hPromoter	Hela	SHC1	EPromoter(Hela)		
FLAD1	hPromoter	Hela	PYGO2	hPromoter		
FLAD1	hPromoter	Hela	CKS1B	hPromoter		
FLAD1	hPromoter	Hela	PBXIP1	hPromoter		
FLCN	hPromoter	Hela	RFC2	hPromoter		
FLII	hPromoter	Hela	ALKBH5	hPromoter		
FLII	hPromoter	K562 & Hela	TOP3A	hPromoter		
FLII	hPromoter	K562 & Hela	SMCR8	hPromoter		
FLOT1	hPromoter	K562 & Hela	SREBF2	EPromoter(K562)		
FLOT1	hPromoter	K562 & Hela	RPS15A	EPromoter(Hela)		
FLOT1	hPromoter	K562 & Hela	ITGB4	hPromoter		
FLOT1	hPromoter	K562 & Hela	AATK	hPromoter		
FLOT1	hPromoter	K562 & Hela	TUBB	hPromoter		
FLOT1	hPromoter	K562 & Hela	MEPCE	hPromoter		
FLOT1	hPromoter	K562 & Hela	ZCWPW1	hPromoter		
FLVCR2	hPromoter	Hela	TTLL5	hPromoter		
FLVCR2	hPromoter	Hela	C14orf1	hPromoter		
FLVCR2	hPromoter	Hela	NEK9	hPromoter		
FLYWCH1	hPromoter	Hela	FLYWCH2	hPromoter		
FLYWCH2	hPromoter	Hela	FLYWCH1	hPromoter		
FMNL1	hPromoter	Hela	HEXIM1	hPromoter		
FMNL1	hPromoter	Hela	ACBD4	hPromoter		
FMNL1	hPromoter	Hela	IRF2BP1	hPromoter		
FMNL3	hPromoter	Hela	TMBIM6	hPromoter		
FMNL3	hPromoter	K562	CRIPT	hPromoter		
FMNL3	hPromoter	K562	PIGF	hPromoter		
FNBP1L	hPromoter	Hela	BCAR3	hPromoter		
FNBP4	hPromoter	Hela	PPIL4	EPromoter(Hela)		
FNBP4	hPromoter	Hela	DNAJC14	hPromoter		
FNBP4	hPromoter	Hela	UNC79	hPromoter		
FNBP4	hPromoter	Hela	BTBD7	hPromoter		
FNBP4	hPromoter	Hela	GPANK1	hPromoter		
FNBP4	hPromoter	Hela	CSNK2B	hPromoter		
FNBP4	hPromoter	Hela	NUP160	hPromoter		
FNDC3A	EPromoter(K562)	Hela	TMEM9B	hPromoter		
FNDC3B	hPromoter	Hela	ECT2	hPromoter		
FNDC3B	hPromoter	Hela	PJA2	hPromoter		
FNDC3B	hPromoter	K562	PLD1	hPromoter		
FNIP1	hPromoter	Hela	RAPGEF6	EPromoter(Hela)		
FNTB	hPromoter	Hela	PLEKHG4	hPromoter		
FOLR1	hPromoter	Hela	CAMTA1	hPromoter		
FOS	hPromoter	Hela	G2E3	hPromoter		
FOS	hPromoter	Hela	NEK9	hPromoter		
FOS	hPromoter	Hela	TMED10	hPromoter		
FOSB	hPromoter	Hela	SIAH1	hPromoter		
FOSB	hPromoter	Hela	VASP	hPromoter		
FOSB	hPromoter	Hela	C19orf83	hPromoter		
FOSB	hPromoter	Hela	EML2	hPromoter		
FOSL1	hPromoter	Hela	PARP4	hPromoter		
