Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
MIF4GD	hPromoter	Hela	MRPS7	EPromoter(K562 & Hela)		
MIF4GD	hPromoter	Hela	GGA3	EPromoter(K562 & Hela)		
MIF4GD	hPromoter	Hela	SLC25A19	hPromoter		
MIF4GD	hPromoter	Hela	GRB2	hPromoter		
MINK1	EPromoter(K562)	Hela	ARRB2	hPromoter		
MINOS1	hPromoter	Hela	UBR4	hPromoter		
MINOS1	hPromoter	Hela	CAPZB	hPromoter		
MINPP1	hPromoter	Hela	TPI1	hPromoter		
MIOS	hPromoter	Hela	UMAD1	hPromoter		
MIOS	hPromoter	Hela	MIOS	hPromoter		
MIOS	hPromoter	Hela	GLCCI1	hPromoter		
MIPOL1	hPromoter	K562 & Hela	SLC25A21	hPromoter		
MIR3654	hPromoter	Hela	B3GAT3	hPromoter		
MIR3654	hPromoter	Hela	UBXN1	hPromoter		
MIR3654	hPromoter	Hela	EEF1G	hPromoter		
MIR3654	hPromoter	Hela	ROM1	hPromoter		
MIR3654	hPromoter	Hela	MTA2	hPromoter		
MIR3654	hPromoter	Hela	INTS5	hPromoter		
MISP	EPromoter(K562)	Hela	CFD	hPromoter		
MITD1	hPromoter	Hela	TSGA10	hPromoter		
MITD1	hPromoter	Hela	LIPT1	hPromoter		
MITD1	hPromoter	K562 & Hela	TXNDC9	hPromoter		
MITD1	hPromoter	K562 & Hela	EIF5B	hPromoter		
MIXL1	hPromoter	Hela	ACAD10	hPromoter		
MIXL1	hPromoter	Hela	BRAP	hPromoter		
MKNK2	hPromoter	Hela	ARHGAP26	hPromoter		
MKNK2	hPromoter	Hela	MOB3A	hPromoter		
MKNK2	hPromoter	Hela	IZUMO4	hPromoter		
MLEC	hPromoter	K562 & Hela	UNC119B	hPromoter		
MLEC	hPromoter	K562 & Hela	ACADS	hPromoter		
MLF2	hPromoter	Hela	PTMS	hPromoter		
MLF2	hPromoter	Hela	USP5	hPromoter		
MLF2	hPromoter	Hela	CDCA3	hPromoter		
MLF2	hPromoter	Hela	ZNF384	hPromoter		
MLF2	hPromoter	Hela	COPS7A	hPromoter		
MLLT1	hPromoter	Hela	HOXA7	hPromoter		
MLLT10	hPromoter	Hela	SKIDA1	hPromoter		
MLLT10	hPromoter	K562 & Hela	CASC10	hPromoter		
MLLT6	hPromoter	Hela	CISD3	hPromoter		
MLLT6	hPromoter	Hela	PCGF2	hPromoter		
MLST8	hPromoter	Hela	PGP	hPromoter		
MLST8	hPromoter	Hela	TRAF7	hPromoter		
MLX	hPromoter	Hela	PSMC3IP	hPromoter		
MLX	hPromoter	Hela	DZANK1	hPromoter		
MLX	hPromoter	Hela	POLR3F	hPromoter		
MMACHC	hPromoter	Hela	TOE1	hPromoter		
MMACHC	hPromoter	Hela	MUTYH	hPromoter		
MMACHC	hPromoter	Hela	PRDX1	hPromoter		
MMACHC	hPromoter	Hela	AKR1A1	hPromoter		
MMADHC	hPromoter	Hela	RND3	hPromoter		
MMP19	EPromoter(K562 & Hela)	Hela	B3GALT4	hPromoter		
MMS19	hPromoter	Hela	RRP12	hPromoter		
MMS22L	hPromoter	Hela	FKBP14	hPromoter		
MNT	hPromoter	Hela	SLC25A45	EPromoter(K562 & Hela)		
MOB1A	hPromoter	Hela	MTHFD2	hPromoter		
MOB1B	hPromoter	K562	GRSF1	hPromoter		
MOB4	hPromoter	Hela	HSPD1	hPromoter		
MOB4	hPromoter	Hela	MOB4	hPromoter		
MOB4	hPromoter	Hela	HSPE1	hPromoter		
MOCOS	hPromoter	Hela	SLC39A6	hPromoter		
MOCOS	hPromoter	Hela	ELP2	hPromoter		
MOGS	hPromoter	Hela	MRPL53	hPromoter		
MON1A	hPromoter	K562	RBM5	EPromoter(K562 & Hela)		
MON1A	hPromoter	Hela	NDUFS5	hPromoter		
MON1A	hPromoter	Hela	RBM6	hPromoter		
MORC2	hPromoter	K562 & Hela	SMTN	hPromoter		
MORC3	EPromoter(K562)	Hela	CHAF1B	hPromoter		
MORC3	EPromoter(K562)	Hela	CBR3	hPromoter		
MORF4L1	hPromoter	Hela	BNIP2	hPromoter		
MOV10	hPromoter	Hela	CAPZA1	EPromoter(K562)		
MOV10	hPromoter	Hela	ST7L	hPromoter		
MOV10	hPromoter	Hela	DCAKD	hPromoter		
MOV10	hPromoter	Hela	NMT1	hPromoter		
MOV10	hPromoter	K562 & Hela	RHOC	hPromoter		
MOV10L1	hPromoter	Hela	LONRF1	hPromoter		
MPDU1	hPromoter	Hela	WRAP53	hPromoter		
MPDU1	hPromoter	Hela	TP53	hPromoter		
MPDU1	hPromoter	Hela	EIF4A1	hPromoter		
MPDU1	hPromoter	Hela	SHBG	hPromoter		
MPDU1	hPromoter	Hela	FXR2	hPromoter		
MPDU1	hPromoter	Hela	SENP3	hPromoter		
MPI	hPromoter	Hela	ULK3	hPromoter		
MPND	hPromoter	Hela	CYP11B2	hPromoter		
MPND	hPromoter	Hela	SH3GL1	hPromoter		
MPND	hPromoter	Hela	CHAF1A	hPromoter		
MPP5	hPromoter	Hela	ZNF79	hPromoter		
MPP5	hPromoter	Hela	RAD9B	hPromoter		
MPP5	hPromoter	Hela	VPS29	hPromoter		
MPP5	hPromoter	K562	GPHN	hPromoter		
MPV17	hPromoter	Hela	GTF3C2	hPromoter		
MPV17	hPromoter	Hela	EIF2B4	hPromoter		
MPV17	hPromoter	Hela	SNX17	hPromoter		
MPV17	hPromoter	Hela	ATRAID	hPromoter		
MPV17	hPromoter	Hela	SLC5A6	hPromoter		
MPV17L2	hPromoter	Hela	RAB3A	hPromoter		
MPZL2	hPromoter	Hela	SCN4B	hPromoter		
MPZL2	hPromoter	Hela	MPZL3	hPromoter		
MPZL3	hPromoter	Hela	MPZL2	hPromoter		
MR1	hPromoter	Hela	STX6	hPromoter		
MRGBP	hPromoter	Hela	EIF3G	hPromoter		
MRI1	hPromoter	Hela	C6orf48	hPromoter		
MRI1	hPromoter	Hela	RHOD	hPromoter		
MRI1	hPromoter	Hela	C19orf53	hPromoter		
MRI1	hPromoter	Hela	MRI1	hPromoter		
MRM1	hPromoter	Hela	PIGW	hPromoter		
MRM1	hPromoter	Hela	MYO19	hPromoter		
MRO	hPromoter	K562	ELAC1	hPromoter		
MRPL1	hPromoter	Hela	NDUFAF1	hPromoter		
MRPL1	hPromoter	K562 & Hela	CNOT6L	hPromoter		
MRPL10	hPromoter	Hela	SCRN2	hPromoter		
MRPL10	hPromoter	Hela	SP2	hPromoter		
MRPL11	hPromoter	Hela	GTPBP3	hPromoter		
MRPL11	hPromoter	Hela	PELI3	hPromoter		
MRPL11	hPromoter	K562 & Hela	DPP3	hPromoter		
MRPL13	hPromoter	Hela	PLEKHG2	hPromoter		
MRPL16	hPromoter	Hela	SAP30BP	hPromoter		
MRPL16	hPromoter	Hela	RECQL5	hPromoter		
MRPL16	hPromoter	K562	STX3	hPromoter		
MRPL17	hPromoter	Hela	ZNF212	hPromoter		
MRPL17	hPromoter	Hela	TAF10	hPromoter		
MRPL17	hPromoter	Hela	TPP1	hPromoter		
MRPL17	hPromoter	K562 & Hela	ILK	hPromoter		
MRPL17	hPromoter	K562 & Hela	RRP8	hPromoter		
MRPL18	hPromoter	Hela	TOR4A	EPromoter(Hela)		
MRPL18	hPromoter	Hela	WTAP	hPromoter		
MRPL18	hPromoter	Hela	ACAT2	hPromoter		
MRPL18	hPromoter	Hela	SOD2	hPromoter		
MRPL19	hPromoter	Hela	GCFC2	hPromoter		
MRPL20	hPromoter	Hela	ATAD3B	hPromoter		
MRPL22	EPromoter(Hela)	Hela	NCAPG2	hPromoter		
MRPL24	EPromoter(Hela)	Hela	HDGF	hPromoter		
MRPL24	EPromoter(Hela)	Hela	ISG20L2	hPromoter		
MRPL24	EPromoter(Hela)	Hela	RRNAD1	hPromoter		
MRPL24	EPromoter(Hela)	Hela	SEC22B	hPromoter		
MRPL24	EPromoter(Hela)	K562 & Hela	PRCC	hPromoter		
MRPL3	hPromoter	Hela	THAP2	hPromoter		
MRPL3	hPromoter	Hela	ZFC3H1	hPromoter		
MRPL3	hPromoter	Hela	NUDT16	hPromoter		
MRPL3	hPromoter	Hela	ASS1	hPromoter		
MRPL33	hPromoter	Hela	RBKS	hPromoter		
MRPL33	hPromoter	Hela	BRE	hPromoter		
MRPL36	hPromoter	Hela	CITED2	hPromoter		
MRPL38	hPromoter	Hela	FBF1	hPromoter		
MRPL38	hPromoter	Hela	TRIM47	hPromoter		
MRPL38	hPromoter	K562 & Hela	CDK3	hPromoter		
MRPL39	hPromoter	Hela	GABPA	hPromoter		
MRPL4	hPromoter	Hela	ICAM1	hPromoter		
MRPL40	hPromoter	Hela	GOSR1	hPromoter		
MRPL40	hPromoter	Hela	HIRA	hPromoter		
MRPL40	hPromoter	Hela	MRPL40	hPromoter		
MRPL44	hPromoter	Hela	WDFY1	hPromoter		
MRPL44	hPromoter	Hela	LOC100130451	hPromoter		
MRPL44	hPromoter	Hela	SPAG16	hPromoter		
MRPL47	EPromoter(Hela)	Hela	LSS	hPromoter		
MRPL47	EPromoter(Hela)	Hela	GSDMC	hPromoter		
MRPL48	hPromoter	Hela	EIF5A	hPromoter		
MRPL48	hPromoter	Hela	RAB6A	hPromoter		
MRPL49	hPromoter	Hela	RRM2	hPromoter		
MRPL49	hPromoter	Hela	VPS51	hPromoter		
MRPL49	hPromoter	Hela	ARL2	hPromoter		
MRPL49	hPromoter	Hela	SYVN1	hPromoter		
MRPL49	hPromoter	Hela	ZFPL1	hPromoter		
MRPL49	hPromoter	Hela	CDCA5	hPromoter		
MRPL50	hPromoter	Hela	ALG2	hPromoter		
MRPL50	hPromoter	Hela	SEC61B	hPromoter		
MRPL51	EPromoter(Hela)	Hela	GAPDH	EPromoter(K562)		
MRPL51	EPromoter(Hela)	Hela	VAMP1	hPromoter		
MRPL53	hPromoter	Hela	MOGS	hPromoter		
MRPL53	hPromoter	Hela	HTRA2	hPromoter		
MRPL53	hPromoter	Hela	AUP1	hPromoter		
MRPL53	hPromoter	Hela	PARL	hPromoter		
MRPL9	hPromoter	Hela	GPER1	hPromoter		
MRPL9	hPromoter	K562 & Hela	RORC	hPromoter		
MRPS10	hPromoter	Hela	PRDX1	hPromoter		
MRPS12	hPromoter	Hela	HNRNPL	EPromoter(K562)		
MRPS12	hPromoter	Hela	NFKBIB	hPromoter		
MRPS12	hPromoter	Hela	SIRT2	hPromoter		
MRPS12	hPromoter	Hela	FBXO17	hPromoter		
MRPS14	EPromoter(Hela)	Hela	CACYBP	hPromoter		
MRPS15	hPromoter	Hela	KCNN3	hPromoter		
MRPS18B	hPromoter	Hela	PPP1R18	EPromoter(K562 & Hela)		
MRPS18B	hPromoter	Hela	SNAPC5	EPromoter(Hela)		
MRPS18B	hPromoter	Hela	ATAT1	hPromoter		
MRPS18B	hPromoter	Hela	DHX16	hPromoter		
MRPS18B	hPromoter	Hela	MDC1	hPromoter		
MRPS18B	hPromoter	Hela	TUBB	hPromoter		
MRPS18B	hPromoter	Hela	C6orf136	hPromoter		
MRPS2	hPromoter	Hela	OLFM1	hPromoter		
MRPS21	hPromoter	Hela	PRPF3	hPromoter		
MRPS21	hPromoter	Hela	APH1A	hPromoter		
MRPS23	hPromoter	Hela	SRSF1	hPromoter		
MRPS24	hPromoter	Hela	URGCP	hPromoter		
MRPS24	hPromoter	Hela	UBE2D4	hPromoter		
MRPS25	hPromoter	Hela	RBSN	hPromoter		
MRPS28	hPromoter	Hela	HEY1	hPromoter		
MRPS30	hPromoter	Hela	AFF4	hPromoter		
MRPS31	hPromoter	Hela	SLC25A15	hPromoter		
MRPS33	hPromoter	Hela	CAPRIN1	hPromoter		
MRPS35	hPromoter	Hela	EXTL2	hPromoter		
MRPS36	hPromoter	Hela	CDK7	hPromoter		
MRPS5	hPromoter	Hela	ZNF2	hPromoter		
MSH4	hPromoter	Hela	RABGGTB	hPromoter		
MSH5	hPromoter	Hela	LY6G5C	hPromoter		
MSH5	hPromoter	Hela	DDX39B	hPromoter		
MSH6	hPromoter	Hela	SPATS2L	hPromoter		
MSL1	hPromoter	Hela	CASC3	hPromoter		
MSL2	hPromoter	Hela	SMAD7	EPromoter(Hela)		
MSL2	hPromoter	K562 & Hela	PCCB	hPromoter		
MSL2	hPromoter	K562 & Hela	STAG1	hPromoter		
MSLN	hPromoter	Hela	NARFL	hPromoter		
MSLN	hPromoter	Hela	CCDC78	hPromoter		
MSLN	hPromoter	Hela	HAGHL	hPromoter		
MSRA	hPromoter	Hela	PKM	hPromoter		
MST1	EPromoter(K562)	K562	QRICH1	hPromoter		
MST1R	hPromoter	Hela	RBM6	hPromoter		
MSX1	hPromoter	Hela	ITPRIPL2	hPromoter		
MSX1	hPromoter	Hela	HSPBAP1	hPromoter		
MT1B	hPromoter	Hela	C10orf54	hPromoter		
MT1E	hPromoter	Hela	TRIB3	hPromoter		
MT1E	hPromoter	Hela	MT2A	hPromoter		
MT1F	hPromoter	Hela	MT2A	hPromoter		
MT1X	hPromoter	Hela	NUP93	hPromoter		
MT1X	hPromoter	K562	MT2A	hPromoter		
MT2A	hPromoter	Hela	MT1E	hPromoter		
MT2A	hPromoter	Hela	MT1F	hPromoter		
MT2A	hPromoter	K562	MT1X	hPromoter		
MTA2	hPromoter	Hela	B3GAT3	hPromoter		
MTA2	hPromoter	Hela	ROM1	hPromoter		
MTA2	hPromoter	Hela	INTS5	hPromoter		
MTA2	hPromoter	Hela	TUT1	hPromoter		
MTCH1	hPromoter	Hela	C6orf89	hPromoter		
MTCH2	hPromoter	K562	AGBL2	hPromoter		
MTDH	hPromoter	Hela	RAET1E	hPromoter		
MTERF	hPromoter	Hela	AKAP9	hPromoter		
MTERF	hPromoter	Hela	GATAD1	hPromoter		
MTERFD1	hPromoter	Hela	COQ6	hPromoter		
MTERFD1	hPromoter	Hela	FAM161B	hPromoter		
MTERFD1	hPromoter	Hela	UQCRB	hPromoter		
MTERFD2	hPromoter	Hela	UCP2	hPromoter		
MTERFD2	hPromoter	K562	PPP1R7	hPromoter		
MTERFD2	hPromoter	K562	PASK	hPromoter		
MTERFD3	hPromoter	Hela	TMEM263	hPromoter		
MTF1	hPromoter	Hela	C1orf122	hPromoter		
MTF1	hPromoter	Hela	YRDC	hPromoter		
MTF1	hPromoter	K562 & Hela	C1orf109	hPromoter		
MTF1	hPromoter	K562 & Hela	CDCA8	hPromoter		
MTF2	hPromoter	Hela	CCDC18	hPromoter		
MTF2	hPromoter	Hela	TMED5	hPromoter		
MTFMT	hPromoter	Hela	SPG21	hPromoter		
MTFMT	hPromoter	Hela	KIF22	hPromoter		
MTFR1	hPromoter	Hela	ARMC1	hPromoter		
MTFR2	hPromoter	Hela	RNF168	hPromoter		
MTG1	hPromoter	Hela	ECHS1	hPromoter		
MTG2	hPromoter	Hela	CERS2	hPromoter		
MTG2	hPromoter	Hela	POLD3	hPromoter		
MTHFD1	hPromoter	Hela	ESR2	hPromoter		
MTHFD1L	hPromoter	Hela	STAT6	hPromoter		
MTHFD2	hPromoter	Hela	MOB1A	hPromoter		
MTHFD2	hPromoter	Hela	HADHB	hPromoter		
MTHFD2	hPromoter	Hela	HADHA	hPromoter		
MTHFD2L	hPromoter	Hela	CXCL2	hPromoter		
MTHFR	EPromoter(Hela)	K562	CLCN6	EPromoter(Hela)		
MTHFR	EPromoter(Hela)	K562	MTHFR	EPromoter(Hela)		
MTHFS	hPromoter	Hela	ZFAND6	hPromoter		
MTHFS	hPromoter	Hela	ST20	hPromoter		
MTHFS	hPromoter	Hela	MTHFS	hPromoter		
MTIF2	hPromoter	Hela	CCDC88A	hPromoter		
MTIF3	hPromoter	Hela	GTF3A	hPromoter		
MTMR11	hPromoter	Hela	BOLA1	hPromoter		
MTMR11	hPromoter	Hela	SF3B4	hPromoter		
MTMR12	hPromoter	Hela	GOLPH3	EPromoter(Hela)		
MTMR12	hPromoter	Hela	ZFR	hPromoter		
MTMR2	hPromoter	Hela	DYRK1A	EPromoter(K562)		
MTMR2	hPromoter	Hela	POLD3	hPromoter		
MTMR4	hPromoter	Hela	GLRX5	hPromoter		
MTMR9	EPromoter(Hela)	Hela	DUSP28	hPromoter		
MTO1	hPromoter	Hela	MB21D1	hPromoter		
MTO1	hPromoter	Hela	EEF1A1	hPromoter		
MTPN	hPromoter	Hela	C7orf73	hPromoter		
MTR	hPromoter	Hela	HEATR1	hPromoter		
MTRF1	hPromoter	Hela	TSC22D1	EPromoter(K562 & Hela)		
MTRF1L	hPromoter	Hela	FBXO5	hPromoter		
MTTP	hPromoter	Hela	H2AFZ	hPromoter		
MTUS1	hPromoter	Hela	PDGFRL	hPromoter		
MTX1	hPromoter	Hela	RUSC1-AS1	hPromoter		
MTX1	hPromoter	Hela	RUSC1	hPromoter		
MTX1	hPromoter	Hela	TRIM46	hPromoter		
MUC19	hPromoter	Hela	RICTOR	hPromoter		
MUC8	hPromoter	Hela	ERP29	hPromoter		
MUC8	hPromoter	Hela	TMEM116	hPromoter		
MUTYH	hPromoter	Hela	MMACHC	hPromoter		
MUTYH	hPromoter	Hela	HECTD3	hPromoter		
MUTYH	hPromoter	Hela	UROD	hPromoter		
MUTYH	hPromoter	Hela	HPDL	hPromoter		
MUTYH	hPromoter	K562	TESK2	hPromoter		
MVD	hPromoter	K562 & Hela	CTU2	hPromoter		
MVD	hPromoter	K562 & Hela	RNF166	hPromoter		
MVP	hPromoter	Hela	INO80E	EPromoter(Hela)		
MVP	hPromoter	Hela	HIRIP3	EPromoter(Hela)		
MXD1	hPromoter	Hela	C2orf42	hPromoter		
MXD1	hPromoter	Hela	LGSN	hPromoter		
MXD3	hPromoter	Hela	LMAN2	hPromoter		
MXD3	hPromoter	Hela	PRELID1	hPromoter		
MXD4	hPromoter	Hela	HAUS3	hPromoter		
MXD4	hPromoter	K562	CFAP99	hPromoter		
MXD4	hPromoter	Hela	POLN	hPromoter		
MXI1	EPromoter(K562)	K562 & Hela	MXI1	EPromoter(K562)		
MXI1	EPromoter(K562)	Hela	RNF40	hPromoter		
MXI1	EPromoter(K562)	Hela	C16orf93	hPromoter		
MXI1	EPromoter(K562)	K562	SMNDC1	hPromoter		
MYADM	hPromoter	Hela	RFX3	hPromoter		
MYADML2	hPromoter	Hela	CENPN	hPromoter		
MYADML2	hPromoter	Hela	CMC2	hPromoter		
MYBL1	hPromoter	Hela	VCPIP1	hPromoter		
MYBL1	hPromoter	Hela	SGK3	hPromoter		
MYBL1	hPromoter	Hela	C8orf44	hPromoter		
MYBPC3	hPromoter	Hela	ARFGAP2	hPromoter		
MYBPHL	EPromoter(K562)	K562	PSRC1	hPromoter		
MYC	hPromoter	Hela	MAGI3	hPromoter		
MYCBP	hPromoter	K562	AKIRIN1	EPromoter(K562)		
MYH11	hPromoter	Hela	KIAA0430	hPromoter		
MYL12A	hPromoter	Hela	E2F3	hPromoter		
MYL12A	hPromoter	Hela	PRDX3	hPromoter		
MYL12A	hPromoter	K562 & Hela	MYL12B	hPromoter		
MYL12B	hPromoter	Hela	TGIF1	EPromoter(Hela)		
MYL12B	hPromoter	Hela	MYL12A	hPromoter		
MYL6	hPromoter	Hela	ZC3H10	hPromoter		
MYL6	hPromoter	Hela	RPL41	hPromoter		
MYL6	hPromoter	K562 & Hela	ESYT1	hPromoter		
MYL6B	EPromoter(K562 & Hela)	Hela	ESYT1	hPromoter		
MYLPF	hPromoter	Hela	ZNF48	hPromoter		
MYLPF	hPromoter	K562	ZNF771	hPromoter		
MYO18A	hPromoter	Hela	MCM7	hPromoter		
MYO19	hPromoter	Hela	GGNBP2	hPromoter		
MYO19	hPromoter	Hela	DHRS11	hPromoter		
MYO19	hPromoter	Hela	MRM1	hPromoter		
MYO1G	hPromoter	Hela	MAP2K5	hPromoter		
MYO1G	hPromoter	Hela	MIDN	hPromoter		
MYO1G	hPromoter	Hela	CCM2	hPromoter		
MYO1G	hPromoter	Hela	TMED4	hPromoter		
MYO5A	hPromoter	K562	ARPP19	hPromoter		
MYO5A	hPromoter	K562 & Hela	FAM214A	hPromoter		
MYO5C	hPromoter	Hela	TRAF2	hPromoter		
MYO5C	hPromoter	Hela	SSU72	hPromoter		
MYO9A	hPromoter	Hela	PKM	hPromoter		
MYOF	hPromoter	Hela	ASNA1	hPromoter		
MYOZ2	hPromoter	Hela	C4orf3	hPromoter		
MYPN	hPromoter	Hela	HERC4	hPromoter		
MYPN	hPromoter	Hela	MYPN	hPromoter		
MZB1	hPromoter	Hela	MATR3	hPromoter		
MZF1	hPromoter	Hela	TRIM28	hPromoter		
MZF1	hPromoter	Hela	UBE2M	hPromoter		
MZT2A	hPromoter	K562	SMPD4	hPromoter		
MZT2A	hPromoter	K562	MZT2B	hPromoter		
MZT2B	hPromoter	K562	MZT2A	hPromoter		
N4BP2	hPromoter	K562 & Hela	PDS5A	hPromoter		
N4BP2L2	hPromoter	Hela	PDS5B	hPromoter		
N4BP3	hPromoter	Hela	RMND5B	hPromoter		
N4BP3	hPromoter	Hela	N4BP3	hPromoter		
NAA15	hPromoter	Hela	RAB33B	hPromoter		
NAA15	hPromoter	Hela	NOCT	hPromoter		
NAA30	hPromoter	Hela	SLC25A11	hPromoter		
NAA30	hPromoter	Hela	RNF167	hPromoter		
NAA35	hPromoter	Hela	ISCA1	hPromoter		
NAA60	hPromoter	Hela	ZNF174	hPromoter		
NAA60	hPromoter	Hela	ZSCAN32	hPromoter		
NAALADL1	hPromoter	K562	SNX15	hPromoter		
NAB2	hPromoter	Hela	EMP1	EPromoter(K562)		
NAB2	hPromoter	Hela	RARA	hPromoter		
NAB2	hPromoter	Hela	MTHFD1L	hPromoter		
NAB2	hPromoter	Hela	TUFT1	hPromoter		
NAB2	hPromoter	Hela	STAT6	hPromoter		
NAB2	hPromoter	Hela	NAB2	hPromoter		
NAB2	hPromoter	Hela	KCTD10	hPromoter		
NAB2	hPromoter	Hela	UBE3B	hPromoter		
NAB2	hPromoter	Hela	LRP1	hPromoter		
NAB2	hPromoter	Hela	WBP4	hPromoter		
NAB2	hPromoter	K562 & Hela	NEMP1	hPromoter		
NABP2	hPromoter	Hela	CS	hPromoter		
NABP2	hPromoter	Hela	RPL41	hPromoter		
NABP2	hPromoter	Hela	ZC3H10	hPromoter		
NABP2	hPromoter	Hela	ESYT1	hPromoter		
NACA	hPromoter	Hela	BAZ2A	EPromoter(K562 & Hela)		
NACA	hPromoter	Hela	PRIM1	hPromoter		
NACA	hPromoter	K562	ATP5B	hPromoter		
NACA	hPromoter	K562 & Hela	PTGES3	hPromoter		
NADK	hPromoter	Hela	SCAI	hPromoter		
NADK2	EPromoter(K562)	Hela	SKP2	hPromoter		
NADK2	EPromoter(K562)	Hela	LMBRD2	hPromoter		
NADK2	EPromoter(K562)	Hela	TARS	hPromoter		
NADK2	EPromoter(K562)	Hela	RPL10A	hPromoter		
NAF1	hPromoter	Hela	SREBF2	EPromoter(K562)		
NAGK	hPromoter	Hela	MPHOSPH10	hPromoter		
NAGK	hPromoter	Hela	MCEE	hPromoter		
NAGK	hPromoter	Hela	TEX261	hPromoter		
NAGS	hPromoter	Hela	TMEM101	hPromoter		
NAGS	hPromoter	Hela	G6PC3	hPromoter		
NAIF1	hPromoter	Hela	WDR34	EPromoter(K562 & Hela)		
NAIF1	hPromoter	Hela	SLC25A25	hPromoter		
NANP	hPromoter	Hela	NINL	hPromoter		
NANP	hPromoter	K562	ZNF337	hPromoter		
NAP1L1	hPromoter	K562	BBS10	hPromoter		
NAPRT1	hPromoter	Hela	EEF1D	hPromoter		
NARF	hPromoter	Hela	C17orf62	EPromoter(Hela)		
NARF	hPromoter	Hela	FOXK2	hPromoter		
NARF	hPromoter	Hela	FASN	hPromoter		
NARF	hPromoter	Hela	HEXDC	hPromoter		
NARF	hPromoter	Hela	OGFOD3	hPromoter		
NARFL	hPromoter	Hela	MSLN	hPromoter		
NARFL	hPromoter	Hela	FAM173A	hPromoter		
NARG2	hPromoter	Hela	ANXA2	hPromoter		
NARG2	hPromoter	Hela	TFAP4	hPromoter		
NARS	hPromoter	Hela	SKP1	hPromoter		
NASP	hPromoter	Hela	PRDX1	hPromoter		
NASP	hPromoter	Hela	CCNB2	hPromoter		
NAT10	hPromoter	Hela	RNF212	hPromoter		
NAT10	hPromoter	Hela	CAPRIN1	hPromoter		
NAT10	hPromoter	Hela	ABTB2	hPromoter		
NAT2	hPromoter	Hela	CUTA	hPromoter		
NAT9	hPromoter	Hela	SLC9A3R1	hPromoter		
NBL1	hPromoter	Hela	CTR9	hPromoter		
NBN	hPromoter	Hela	DECR1	hPromoter		
NBN	hPromoter	Hela	OSGIN2	hPromoter		
NBR1	hPromoter	Hela	EIF2A	hPromoter		
NBR1	hPromoter	Hela	SERP1	hPromoter		
NBR1	hPromoter	Hela	RPL13	hPromoter		
NBR1	hPromoter	Hela	BRCA1	hPromoter		
NCAPD3	hPromoter	Hela	THYN1	hPromoter		
NCAPD3	hPromoter	Hela	ACAD8	hPromoter		
NCAPG2	hPromoter	Hela	CRKL	hPromoter		
NCAPG2	hPromoter	Hela	GEMIN5	hPromoter		
NCAPH	hPromoter	Hela	SNRNP200	hPromoter		
NCAPH	hPromoter	Hela	ITPRIPL1	hPromoter		
NCAPH	hPromoter	Hela	MAP3K13	hPromoter		
NCBP2	hPromoter	Hela	PIGZ	EPromoter(K562)		
NCBP2	hPromoter	Hela	SENP5	hPromoter		
NCEH1	hPromoter	Hela	ECT2	hPromoter		
NCK1	hPromoter	Hela	IL20RB	EPromoter(K562)		
NCK1	hPromoter	Hela	JUNB	hPromoter		
NCK1	hPromoter	Hela	TP53RK	hPromoter		
NCK1	hPromoter	Hela	STAG1	hPromoter		
NCK1	hPromoter	Hela	SLC35G2	hPromoter		
NCKAP1	hPromoter	K562	DUSP19	hPromoter		
NCKAP1	hPromoter	K562	NUP35	hPromoter		
NCKIPSD	hPromoter	Hela	HSD17B12	hPromoter		
NCKIPSD	hPromoter	Hela	UQCRC1	hPromoter		
NCKIPSD	hPromoter	Hela	SLC26A6	hPromoter		
NCKIPSD	hPromoter	Hela	CELSR3	hPromoter		
NCKIPSD	hPromoter	K562	SLC25A20	hPromoter		
NCMAP	hPromoter	K562	STPG1	hPromoter		
NCMAP	hPromoter	K562	NIPAL3	hPromoter		
NCOA3	hPromoter	K562	MBD2	hPromoter		
NCOA4	hPromoter	Hela	ZNFX1	EPromoter(Hela)		
NCOA5	hPromoter	Hela	ZNF335	hPromoter		
NCOA6	hPromoter	Hela	CHD8	EPromoter(Hela)		
NCOA7	hPromoter	Hela	FAM111B	hPromoter		
NCOA7	hPromoter	Hela	HINT3	hPromoter		
NCOA7	hPromoter	Hela	NCOA7	hPromoter		
NCOR1	hPromoter	Hela	PTK6	hPromoter		
NCR3LG1	hPromoter	Hela	SEMA3F	hPromoter		
NDFIP1	hPromoter	K562	GNPDA1	EPromoter(K562 & Hela)		
NDOR1	hPromoter	Hela	LRRC26	hPromoter		
NDOR1	hPromoter	Hela	TMEM210	hPromoter		
NDOR1	hPromoter	K562 & Hela	TUBB4B	hPromoter		
NDOR1	hPromoter	K562 & Hela	SSNA1	hPromoter		
NDOR1	hPromoter	K562 & Hela	ANAPC2	hPromoter		
NDOR1	hPromoter	K562 & Hela	RNF224	hPromoter		
NDRG3	EPromoter(K562 & Hela)	Hela	DSN1	hPromoter		
NDUFA13	hPromoter	Hela	SH3D21	hPromoter		
NDUFA13	hPromoter	Hela	GATAD2A	hPromoter		
NDUFA3	hPromoter	Hela	ECI2	hPromoter		
NDUFA3	hPromoter	Hela	PRPF31	hPromoter		
NDUFA3	hPromoter	Hela	TFPT	hPromoter		
NDUFA4	hPromoter	Hela	PHF14	hPromoter		
NDUFA5	hPromoter	Hela	WASL	hPromoter		
